wav_file,split,dialogue_id,utterance_id,utterance_text,emotion,sentiment,audio_path,audio_exists,text_pred_emotion,text_confidence,text_valence,text_neg_word_count,text_minimizer_count,text_prob_neutral,voice_pitch_mean,voice_pitch_std,voice_pitch_range,voice_jitter,voice_energy_mean,voice_energy_std,voice_shimmer,voice_zcr_mean,voice_tempo,voice_spectral_centroid,voice_silence_ratio,voice_mfcc_1,voice_mfcc_2,voice_mfcc_3,voice_pred_emotion,voice_emotion_confidence,voice_valence,cross_valence_discrepancy,cross_valence_direction,cross_confidence_product,cross_emotion_mismatch,cross_valence_sign_mismatch,discrepancy
train/dia15_utt15.wav,train,15,15,Have you ever seen so much crap?,disgust,negative,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia15_utt15.wav,True,disgust,0.92803043,-0.6879255,0,0,0.007399207,337.088819503488,48.31111920115237,145.0288646719473,0.02072347822852719,0.02759495936334133,0.015051811002194881,0.1949308216571808,0.2398646763392857,117.1875,2568.906308216749,0.0,-251.20904541015625,47.685447692871094,-13.60720443725586,fearful,0.13072184,-0.2504102,0.43751532,1,0.12131384,1,0,0
train/dia16_utt16.wav,train,16,16,"Actually, I think this apartment sullies the good name of crap",anger,negative,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia16_utt16.wav,True,neutral,0.5740414,-0.098232,0,0,0.5740414,178.5987580109069,31.73961425757953,142.2459574648229,0.025979165754621884,0.02613936737179756,0.015962759032845497,0.15027420222759247,0.1415497096238938,93.75,1961.9808303921134,0.07100632746814606,-265.1549072265625,76.8307113647461,-5.672850608825684,happy,0.1304798,-0.25382254,0.15559053,-1,0.074900806,1,0,1
train/dia17_utt17.wav,train,17,17,Check this out. Can I have this?,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia17_utt17.wav,True,neutral,0.81102777,0.023533214,0,0,0.81102777,213.6762688047868,37.45688560548762,151.6203245167682,0.0578163160024964,0.03148810938000679,0.01706971973180771,0.1250503808259964,0.1622670807453416,125.0,1910.3034551151661,0.049792732886787094,-216.02459716796875,82.82674407958984,-31.59381675720215,disgust,0.13148396,-0.2559266,0.27945983,-1,0.10663714,1,1,0
train/dia18_utt18.wav,train,18,18,What?,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia18_utt18.wav,True,surprise,0.9222372,0.22978526,0,0,0.01386884,198.22019333383906,132.33425870295176,350.43322231479476,0.1195320530860201,0.025655696168541908,0.013192428275942802,0.196359783411026,0.13084542410714287,133.92857142857142,1861.9836360700676,0.0,-242.0132598876953,85.46270751953125,-37.90412139892578,fearful,0.12995489,-0.268382,0.49816728,-1,0.119849235,1,1,1
train/dia19_utt19.wav,train,19,19,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia19_utt19.wav,True,neutral,0.8304983,-0.05005365,0,0,0.8304983,169.09822741476916,62.211745034691766,213.92249820180112,0.05679601472823483,0.02276487462222576,0.015280968509614468,0.1987593173980713,0.14953300280448717,93.75,2006.6589419118245,0.07096774193548394,-282.1910705566406,82.6807632446289,-18.529985427856445,fearful,0.12770325,-0.25453818,0.20448452,-1,0.10605733,1,0,0
train/dia20_utt20.wav,train,20,20,Yeah!,joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia20_utt20.wav,True,surprise,0.47146547,-0.071973905,0,0,0.04822371,351.09606487850164,88.86065893135,270.84278604651826,0.0551014813999147,0.021525004878640175,0.010522963479161263,0.17871715128421783,0.154449462890625,133.92857142857142,1944.0252062819561,0.0,-260.7660217285156,87.1574935913086,-29.580331802368164,happy,0.13552412,-0.24430035,0.17232645,-1,0.06389494,1,0,1
train/dia21_utt21.wav,train,21,21,How much do you think I can get for my kidney?,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia21_utt21.wav,True,neutral,0.77579224,-0.0012326203,0,0,0.77579224,165.46949839841423,59.86533672268321,178.96969647158807,0.03538518340950838,0.04230351001024246,0.028602415695786476,0.12688516080379486,0.13102424918831168,125.0,1797.7728269176544,0.11790292454519857,-220.91494750976562,86.93645477294922,-20.46343421936035,fearful,0.13367294,-0.25586414,0.25463152,-1,0.103702426,1,0,0
train/dia22_utt22.wav,train,22,22,"All of a sudden, Leon, the manager, calls me into his office.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia22_utt22.wav,True,surprise,0.967163,0.27275532,0,0,0.0064823353,225.20242771464453,38.22566493868931,219.19920567595864,0.045504531948542704,0.028595024719834328,0.013928075321018696,0.16924817860126495,0.14748128255208334,144.23076923076923,2073.406357818591,0.0,-249.5413818359375,73.13507080078125,-23.266447067260742,happy,0.12914784,-0.2554937,0.528249,-1,0.12490702,1,1,1
train/dia23_utt23.wav,train,23,23,"It turns out they fired the head lunch chef, and guess who got the job.",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia23_utt23.wav,True,surprise,0.42124444,0.113549694,0,0,0.3039275,277.55246020475045,36.827399771359815,176.2109364710844,0.0277693456165807,0.038641199469566345,0.018700283020734787,0.21990683674812317,0.16750790028089887,104.16666666666667,2116.34232474917,0.03383483490098471,-254.12623596191406,55.06745529174805,-45.17961120605469,happy,0.13448906,-0.24596094,0.35951063,-1,0.05665277,1,1,1
train/dia24_utt24.wav,train,24,24,"If it's not you, this is a horrible story.",sadness,negative,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia24_utt24.wav,True,fear,0.7972842,-0.8423468,1,0,0.016200846,152.59620233092278,10.170537376460967,29.901584309479773,0.01972638974525691,0.03838489204645157,0.02547822706401348,0.17745362222194672,0.17944041792168675,125.0,2066.5056609416856,0.04878048780487809,-231.29652404785156,76.00651550292969,-22.22620391845703,happy,0.13744037,-0.23591572,0.60643107,1,0.109579034,1,0,1
train/dia25_utt25.wav,train,25,25,"Fortunately, it is me.",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia25_utt25.wav,True,neutral,0.40603057,0.28765818,0,0,0.40603057,313.69761102886497,89.15659970860229,286.60527307476076,0.05128797438968263,0.028199218213558197,0.020179351791739464,0.19724206626415253,0.1680634911380597,117.1875,2131.2786208063517,0.13500131837224982,-263.856201171875,65.88277435302734,-28.18806266784668,happy,0.138362,-0.24052979,0.528188,-1,0.056179203,1,1,1
train/dia26_utt26.wav,train,26,26,"And, they made me head of purchasing, thank you very much.",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia26_utt26.wav,True,joy,0.7095061,0.55415773,0,0,0.22433765,393.84846704357983,64.03992907559353,359.4202797860671,0.0388945383296642,0.03753276169300079,0.015869414433836937,0.16144639253616333,0.15513780381944445,133.92857142857142,2071.7103744286064,0.011193948271715604,-263.10272216796875,58.38828659057617,-36.806640625,calm,0.13065127,-0.2577016,0.81185937,-1,0.092697866,1,1,0
train/dia27_utt27.wav,train,27,27,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia27_utt27.wav,True,joy,0.8305975,0.64305913,0,1,0.10214163,309.56984754331546,82.62027022731444,348.05312718002136,0.026680669135544434,0.028917396441102028,0.01336238719522953,0.17720191180706024,0.1884818699048913,104.16666666666667,2309.4472062970585,0.0,-267.2287902832031,56.8320426940918,-24.41978645324707,calm,0.13251044,-0.26778543,0.91084456,-1,0.110062845,1,1,0
train/dia28_utt28.wav,train,28,28,"Y'know, someplace nice.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia28_utt28.wav,True,neutral,0.69048643,0.07051547,0,0,0.69048643,275.13566527386456,82.10018258813162,192.60518119253047,0.04959030891766401,0.01486492995172739,0.012483910657465458,0.2480771243572235,0.172021484375,117.1875,2111.2375562783145,0.10227045742060059,-330.6876525878906,73.2163314819336,-13.719687461853027,calm,0.13178895,-0.26515657,0.33567202,-1,0.090998486,1,1,0
train/dia30_utt30.wav,train,30,30,"So, what do you think?",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia30_utt30.wav,True,neutral,0.46223733,-0.030609272,0,0,0.46223733,193.4682083471661,23.7541552720553,82.1018794143761,0.03351150811814107,0.02776939794421196,0.015165441669523716,0.2027769684791565,0.18132990056818182,170.45454545454547,2254.3746058851575,0.0,-271.58685302734375,53.721622467041016,-27.70055389404297,fearful,0.12936045,-0.26046413,0.22985485,-1,0.05979523,1,0,0
train/dia31_utt31.wav,train,31,31,I think It's the most beautiful table I've ever seen.,joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia31_utt31.wav,True,surprise,0.61729646,0.41709274,0,0,0.054380346,139.41042069619056,8.854986713500825,37.199706268544944,0.02718240575396027,0.012550163082778454,0.006207400932908058,0.16646306216716766,0.16312720070422534,144.23076923076923,2131.326412004181,0.028302147535999578,-349.0558776855469,69.10952758789062,1.3283191919326782,sad,0.1357013,-0.27497536,0.6920681,-1,0.08376793,1,1,1
train/dia32_utt32.wav,train,32,32,I know!,joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia32_utt32.wav,True,surprise,0.5210887,0.015603378,0,0,0.04658795,114.66919216154812,14.7423250750404,47.10513196597597,0.029190524095822172,0.010622181929647923,0.00956584233790636,0.2866533100605011,0.13743413880813954,170.45454545454547,2098.6678288091102,0.23809523809523814,-371.8724365234375,73.39295196533203,-3.696077585220337,sad,0.14719257,-0.2715691,0.2871725,-1,0.07670039,1,1,1
train/dia33_utt33.wav,train,33,33,"So how does this work, you going to balance the plates on these little guys' heads?",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia33_utt33.wav,True,neutral,0.6615178,-0.016290858,0,0,0.6615178,211.42530912607972,15.346631556059156,80.7120850679151,0.024372510540723303,0.01950465701520443,0.011666015721857548,0.15475937724113464,0.15893046061197916,117.1875,2018.0007571218514,0.0,-268.7715148925781,78.38684844970703,-17.654253005981445,fearful,0.13039811,-0.24925953,0.23296867,-1,0.08626067,1,0,0
train/dia34_utt34.wav,train,34,34,"Who cares, we'll eat at the sink! Come on, let's play!",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia34_utt34.wav,True,anger,0.34112352,-0.16579987,0,0,0.22395483,0.0,0.0,0.0,0.0,0.030449604615569115,0.015585504472255707,0.12908245623111725,0.1888570413961039,133.92857142857142,2112.959960236273,0.013157894736842146,-212.4080047607422,74.9976806640625,-22.096458435058594,happy,0.13606496,-0.24099337,0.075193495,-1,0.04641496,1,0,1
train/dia35_utt35.wav,train,35,35,Heads up Ross!  Score!  You suck!,joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia35_utt35.wav,True,surprise,0.31694275,-0.036106937,0,0,0.06629147,222.44872682088007,17.837788172534047,40.0202781278378,0.018522259545307337,0.030898626893758774,0.02736053243279457,0.17357444763183594,0.2173658638946281,93.75,2391.0051920561177,0.19889610074294684,-243.66656494140625,59.194400787353516,-25.944549560546875,happy,0.13744095,-0.23318282,0.19707587,-1,0.04356091,1,0,1
train/dia36_utt36.wav,train,36,36,Thank you. Just make yourself comfortable.,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia36_utt36.wav,True,neutral,0.9503801,-0.016200809,0,1,0.9503801,132.60061667474108,61.9499942673793,145.87565658607127,0.04062295953077358,0.01089504174888134,0.0072964453138411045,0.22283653914928436,0.23343276977539062,98.6842105263158,2436.651915397294,0.015748031496062964,-318.49053955078125,57.45673370361328,-12.235328674316406,calm,0.13281265,-0.26045412,0.24425331,-1,0.12622249,1,0,0
train/dia37_utt37.wav,train,37,37,Gotcha.,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia37_utt37.wav,True,neutral,0.7479501,-0.11073914,0,0,0.7479501,0.0,0.0,0.0,0.0,0.010049320757389069,0.008374844677746296,0.2908588945865631,0.1778231534090909,81.52173913043478,2109.669585525728,0.15625,-358.3200988769531,76.0003662109375,-27.683664321899414,happy,0.13533987,-0.2557862,0.14504707,-1,0.10122747,1,0,0
train/dia38_utt38.wav,train,38,38,This place is really my Grandmothers.,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia38_utt38.wav,True,neutral,0.47445375,0.08398103,0,0,0.47445375,242.49178905568556,42.27167248045033,169.64319079487348,0.06506939309837254,0.026027822867035866,0.011696429923176765,0.13017749786376953,0.19813028971354166,133.92857142857142,2241.692211884179,0.0,-222.4405059814453,71.42842864990234,-30.839792251586914,fearful,0.13083568,-0.24884613,0.33282715,-1,0.06207548,1,1,0
train/dia39_utt39.wav,train,39,39,"I got it from her when she moved to Florida, otherwise I could never afford a place like this.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia39_utt39.wav,True,neutral,0.76411897,0.020696912,1,0,0.76411897,212.19567685314058,26.54961289083468,101.977764082807,0.03545509217524635,0.028126537799835205,0.012452528811991215,0.11804717034101486,0.1631678427419355,133.92857142857142,1969.3311706148602,0.0,-207.97096252441406,78.44717407226562,-38.85005187988281,happy,0.1310093,-0.24888507,0.26958197,-1,0.10010669,1,1,0
train/dia40_utt40.wav,train,40,40,"So if the landlord ever asks, Im 87 year old woman, whos afraid of her VCR.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia40_utt40.wav,True,fear,0.68128884,-0.66503936,0,0,0.17283925,277.61822342920186,39.426515565260225,177.42783152201372,0.026241377250955277,0.031619470566511154,0.016351012513041496,0.11412526667118073,0.19739241626381215,125.0,2138.3864976290843,0.08333333333333326,-223.52017211914062,67.24874877929688,-47.893375396728516,calm,0.13429219,-0.25869697,0.4063424,1,0.091491766,1,0,1
train/dia41_utt41.wav,train,41,41,So are you thirsty?,neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia41_utt41.wav,True,neutral,0.8460162,0.0015262738,0,0,0.8460162,270.16252454116733,41.405581637323685,177.60884022861688,0.03127628596841097,0.024384377524256706,0.01356362085789442,0.15938758850097656,0.2084629899364407,125.0,2214.2434835591635,0.09374947981689563,-262.2268371582031,67.46990203857422,-36.370201110839844,calm,0.13179824,-0.2606967,0.26222298,-1,0.111503445,1,1,0
train/dia42_utt42.wav,train,42,42,"Oh, you bet I am!",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia42_utt42.wav,True,joy,0.30880302,0.07685884,0,0,0.07338958,274.0922034526721,173.24563426852134,371.4616504418899,0.0650404976619567,0.03157011792063713,0.017244936898350716,0.11669725924730301,0.12037295386904762,104.16666666666667,1533.0899675260373,0.0,-230.23828125,112.10792541503906,-44.99951171875,happy,0.1366277,-0.23743512,0.31429395,-1,0.042191047,1,1,0
train/dia43_utt43.wav,train,43,43,"Okay, heres your penis!",surprise,negative,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia43_utt43.wav,True,anger,0.72804403,-0.6515982,0,0,0.025558375,455.9974730925966,44.319084713938466,137.19517800165056,0.03511014671091918,0.03325435146689415,0.016381075605750084,0.15770775079727173,0.1942471590909091,144.23076923076923,2134.352737478259,0.0,-198.72056579589844,67.5529556274414,-51.57856750488281,fearful,0.13241138,-0.26009655,0.39150167,1,0.09640131,1,0,1
train/dia44_utt44.wav,train,44,44,"Ohh, okay.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia44_utt44.wav,True,neutral,0.376891,-0.42381248,0,0,0.376891,177.92287199971267,28.795680140915128,112.90085414212717,0.07249976669179062,0.010948280803859234,0.00839486438781023,0.21898768842220306,0.09317203443877552,125.0,1522.6235786196066,0.14583333333333337,-447.5,93.31794738769531,21.194887161254883,sad,0.14452247,-0.27347016,0.15034232,1,0.054469217,1,0,0
train/dia45_utt45.wav,train,45,45,"Oh my God, what a great surprise! This is such a beautiful house.",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia45_utt45.wav,True,surprise,0.71808654,0.4082461,0,0,0.014155283,344.67175192659795,42.06698329541203,155.72020519990792,0.028882060238900435,0.02514914609491825,0.01274604257196188,0.16084280610084534,0.1680615637913223,110.29411764705883,1861.3582326216306,0.016620408693252764,-267.1365661621094,90.24940490722656,-36.592430114746094,fearful,0.12989879,-0.2522712,0.66051733,-1,0.09327857,1,1,1
train/dia46_utt46.wav,train,46,46,"Thank you, its my moms. So this is the kitchen.",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia46_utt46.wav,True,joy,0.5638238,0.39882374,0,0,0.20913985,0.0,0.0,0.0,0.0,0.04931908845901489,0.018275292590260506,0.08396642655134201,0.14378096417682926,133.92857142857142,1775.163125746792,0.0,-138.61508178710938,93.78374481201172,-34.474937438964844,sad,0.13194786,-0.26409167,0.6629154,-1,0.07439534,1,1,1
train/dia47_utt47.wav,train,47,47,"Hey, ready for dinner?",neutral,neutral,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia47_utt47.wav,True,neutral,0.4860471,0.27634275,0,0,0.4860471,151.8020544640452,32.91166420273881,95.412333956189,0.04701266451412655,0.028119375929236412,0.015635665506124496,0.18266376852989197,0.12062581380208333,117.1875,1771.5899502839882,0.0,-228.7593536376953,89.04280853271484,-14.182795524597168,fearful,0.13080038,-0.2674352,0.54377794,-1,0.06357514,1,1,0
train/dia48_utt48.wav,train,48,48,"Ooh, absolutely!",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia48_utt48.wav,True,surprise,0.9018778,0.2323109,0,0,0.013345099,0.0,0.0,0.0,0.0,0.021565785631537437,0.013174529187381268,0.1999565064907074,0.1419402091733871,156.25,1885.1360206887102,0.0,-267.7718505859375,90.37004852294922,-7.8975982666015625,calm,0.12988803,-0.25004005,0.48235095,-1,0.11714313,1,1,1
train/dia49_utt49.wav,train,49,49,"Okay, let's go!",joy,positive,/kaggle/input/datasets/kaunghsethein/meld-prepared-audio/meld_prepared/train/dia49_utt49.wav,True,anger,0.75865203,-0.61412317,0,0,0.046522174,0.0,0.0,0.0,0.0,0.023788226768374443,0.015476815402507782,0.1466928869485855,0.16449899384469696,133.92857142857142,1989.3265253333925,0.0,-221.4505615234375,77.60063171386719,-36.88257598876953,happy,0.13800097,-0.24039896,0.37372422,1,0.10469471,1,0,1
